x_px,y_px,H_star,B_star,U_H_V,U_B_V
129.0,126.0,0.27722772277227725,-0.26,0.2217821782178218,-0.020800000000000003
130.0,126.0,0.2871287128712871,-0.26,0.22970297029702968,-0.020800000000000003
58.0,127.0,-0.42574257425742573,-0.27,-0.3405940594059406,-0.0216
59.0,127.0,-0.4158415841584158,-0.27,-0.3326732673267327,-0.0216
130.0,127.0,0.2871287128712871,-0.27,0.22970297029702968,-0.0216
58.0,128.0,-0.42574257425742573,-0.28,-0.3405940594059406,-0.022400000000000003
59.0,128.0,-0.4158415841584158,-0.28,-0.3326732673267327,-0.022400000000000003
129.0,128.0,0.27722772277227725,-0.28,0.2217821782178218,-0.022400000000000003
59.0,129.0,-0.4158415841584158,-0.29,-0.3326732673267327,-0.0232
58.0,130.0,-0.42574257425742573,-0.3,-0.3405940594059406,-0.024
128.0,130.0,0.26732673267326734,-0.3,0.21386138613861388,-0.024
127.0,131.0,0.25742574257425743,-0.31,0.20594059405940596,-0.0248
57.0,132.0,-0.43564356435643564,-0.32,-0.34851485148514855,-0.0256
128.0,132.0,0.26732673267326734,-0.32,0.21386138613861388,-0.0256
56.0,133.0,-0.44554455445544555,-0.33,-0.3564356435643565,-0.026400000000000003
58.0,133.0,-0.42574257425742573,-0.33,-0.3405940594059406,-0.026400000000000003
127.0,133.0,0.25742574257425743,-0.33,0.20594059405940596,-0.026400000000000003
126.0,134.0,0.24752475247524752,-0.34,0.19801980198019803,-0.027200000000000002
55.0,135.0,-0.45544554455445546,-0.35,-0.3643564356435644,-0.027999999999999997
124.0,135.0,0.22772277227722773,-0.35,0.1821782178217822,-0.027999999999999997
125.0,135.0,0.2376237623762376,-0.35,0.1900990099009901,-0.027999999999999997
126.0,135.0,0.24752475247524752,-0.35,0.19801980198019803,-0.027999999999999997
124.0,136.0,0.22772277227722773,-0.36,0.1821782178217822,-0.0288
125.0,136.0,0.2376237623762376,-0.36,0.1900990099009901,-0.0288
54.0,137.0,-0.46534653465346537,-0.37,-0.37227722772277233,-0.0296
124.0,137.0,0.22772277227722773,-0.37,0.1821782178217822,-0.0296
54.0,138.0,-0.46534653465346537,-0.38,-0.37227722772277233,-0.0304
123.0,138.0,0.21782178217821782,-0.38,0.17425742574257427,-0.0304
55.0,139.0,-0.45544554455445546,-0.39,-0.3643564356435644,-0.031200000000000002
123.0,139.0,0.21782178217821782,-0.39,0.17425742574257427,-0.031200000000000002
124.0,139.0,0.22772277227722773,-0.39,0.1821782178217822,-0.031200000000000002
54.0,140.0,-0.46534653465346537,-0.4,-0.37227722772277233,-0.032
55.0,140.0,-0.45544554455445546,-0.4,-0.3643564356435644,-0.032
123.0,140.0,0.21782178217821782,-0.4,0.17425742574257427,-0.032
124.0,140.0,0.22772277227722773,-0.4,0.1821782178217822,-0.032
55.0,141.0,-0.45544554455445546,-0.41,-0.3643564356435644,-0.032799999999999996
123.0,141.0,0.21782178217821782,-0.41,0.17425742574257427,-0.032799999999999996
124.0,141.0,0.22772277227722773,-0.41,0.1821782178217822,-0.032799999999999996
54.0,142.0,-0.46534653465346537,-0.42,-0.37227722772277233,-0.0336
123.0,142.0,0.21782178217821782,-0.42,0.17425742574257427,-0.0336
124.0,142.0,0.22772277227722773,-0.42,0.1821782178217822,-0.0336
53.0,143.0,-0.4752475247524752,-0.43,-0.3801980198019802,-0.0344
124.0,143.0,0.22772277227722773,-0.43,0.1821782178217822,-0.0344
52.0,144.0,-0.48514851485148514,-0.44,-0.38811881188118813,-0.0352
123.0,144.0,0.21782178217821782,-0.44,0.17425742574257427,-0.0352
52.0,145.0,-0.48514851485148514,-0.45,-0.38811881188118813,-0.036000000000000004
53.0,146.0,-0.4752475247524752,-0.46,-0.3801980198019802,-0.0368
122.0,146.0,0.2079207920792079,-0.46,0.16633663366336635,-0.0368
53.0,147.0,-0.4752475247524752,-0.47,-0.3801980198019802,-0.0376
120.0,147.0,0.18811881188118812,-0.47,0.15049504950495052,-0.0376
52.0,148.0,-0.48514851485148514,-0.48,-0.38811881188118813,-0.0384
51.0,149.0,-0.49504950495049505,-0.49,-0.39603960396039606,-0.0392
53.0,149.0,-0.4752475247524752,-0.49,-0.3801980198019802,-0.0392
119.0,149.0,0.1782178217821782,-0.49,0.14257425742574256,-0.0392
50.0,150.0,-0.504950495049505,-0.5,-0.403960396039604,-0.04
50.0,151.0,-0.504950495049505,-0.51,-0.403960396039604,-0.0408
51.0,151.0,-0.49504950495049505,-0.51,-0.39603960396039606,-0.0408
118.0,151.0,0.16831683168316833,-0.51,0.13465346534653466,-0.0408
50.0,152.0,-0.504950495049505,-0.52,-0.403960396039604,-0.041600000000000005
51.0,152.0,-0.49504950495049505,-0.52,-0.39603960396039606,-0.041600000000000005
117.0,152.0,0.15841584158415842,-0.52,0.12673267326732673,-0.041600000000000005
50.0,153.0,-0.504950495049505,-0.53,-0.403960396039604,-0.0424
51.0,153.0,-0.49504950495049505,-0.53,-0.39603960396039606,-0.0424
116.0,153.0,0.1485148514851485,-0.53,0.1188118811881188,-0.0424
51.0,154.0,-0.49504950495049505,-0.54,-0.39603960396039606,-0.0432
115.0,154.0,0.13861386138613863,-0.54,0.1108910891089109,-0.0432
50.0,155.0,-0.504950495049505,-0.55,-0.403960396039604,-0.044000000000000004
114.0,155.0,0.12871287128712872,-0.55,0.10297029702970298,-0.044000000000000004
49.0,156.0,-0.5148514851485149,-0.56,-0.4118811881188119,-0.044800000000000006
115.0,156.0,0.13861386138613863,-0.56,0.1108910891089109,-0.044800000000000006
50.0,157.0,-0.504950495049505,-0.57,-0.403960396039604,-0.045599999999999995
114.0,157.0,0.12871287128712872,-0.57,0.10297029702970298,-0.045599999999999995
49.0,158.0,-0.5148514851485149,-0.58,-0.4118811881188119,-0.0464
113.0,158.0,0.1188118811881188,-0.58,0.09504950495049505,-0.0464
48.0,159.0,-0.5247524752475248,-0.59,-0.41980198019801984,-0.0472
112.0,159.0,0.10891089108910891,-0.59,0.08712871287128714,-0.0472
45.0,160.0,-0.5544554455445545,-0.6,-0.4435643564356436,-0.048
47.0,160.0,-0.5346534653465347,-0.6,-0.42772277227722777,-0.048
110.0,160.0,0.0891089108910891,-0.6,0.07128712871287128,-0.048
46.0,161.0,-0.5445544554455446,-0.61,-0.4356435643564357,-0.0488
108.0,161.0,0.06930693069306931,-0.61,0.05544554455445545,-0.0488
113.0,161.0,0.1188118811881188,-0.61,0.09504950495049505,-0.0488
45.0,162.0,-0.5544554455445545,-0.62,-0.4435643564356436,-0.0496
45.0,163.0,-0.5544554455445545,-0.63,-0.4435643564356436,-0.0504
46.0,163.0,-0.5445544554455446,-0.63,-0.4356435643564357,-0.0504
107.0,163.0,0.0594059405940594,-0.63,0.047524752475247525,-0.0504
45.0,164.0,-0.5544554455445545,-0.64,-0.4435643564356436,-0.0512
46.0,164.0,-0.5445544554455446,-0.64,-0.4356435643564357,-0.0512
106.0,164.0,0.04950495049504951,-0.64,0.03960396039603961,-0.0512
45.0,165.0,-0.5544554455445545,-0.65,-0.4435643564356436,-0.052000000000000005
46.0,165.0,-0.5445544554455446,-0.65,-0.4356435643564357,-0.052000000000000005
105.0,165.0,0.039603960396039604,-0.65,0.031683168316831684,-0.052000000000000005
107.0,165.0,0.0594059405940594,-0.65,0.047524752475247525,-0.052000000000000005
46.0,166.0,-0.5445544554455446,-0.66,-0.4356435643564357,-0.05280000000000001
45.0,167.0,-0.5544554455445545,-0.67,-0.4435643564356436,-0.0536
104.0,167.0,0.0297029702970297,-0.67,0.023762376237623763,-0.0536
103.0,168.0,0.019801980198019802,-0.68,0.015841584158415842,-0.054400000000000004
44.0,169.0,-0.5643564356435643,-0.69,-0.45148514851485144,-0.0552
43.0,170.0,-0.5742574257425742,-0.7,-0.45940594059405937,-0.055999999999999994
102.0,170.0,0.009900990099009901,-0.7,0.007920792079207921,-0.055999999999999994
44.0,171.0,-0.5643564356435643,-0.71,-0.45148514851485144,-0.056799999999999996
43.0,172.0,-0.5742574257425742,-0.72,-0.45940594059405937,-0.0576
98.0,172.0,-0.0297029702970297,-0.72,-0.023762376237623763,-0.0576
99.0,172.0,-0.019801980198019802,-0.72,-0.015841584158415842,-0.0576
101.0,172.0,0.0,-0.72,0.0,-0.0576
43.0,173.0,-0.5742574257425742,-0.73,-0.45940594059405937,-0.0584
97.0,173.0,-0.039603960396039604,-0.73,-0.031683168316831684,-0.0584
99.0,173.0,-0.019801980198019802,-0.73,-0.015841584158415842,-0.0584
100.0,173.0,-0.009900990099009901,-0.73,-0.007920792079207921,-0.0584
96.0,174.0,-0.04950495049504951,-0.74,-0.03960396039603961,-0.0592
42.0,175.0,-0.5841584158415841,-0.75,-0.4673267326732673,-0.06
94.0,175.0,-0.06930693069306931,-0.75,-0.05544554455445545,-0.06
41.0,176.0,-0.594059405940594,-0.76,-0.4752475247524752,-0.0608
92.0,176.0,-0.0891089108910891,-0.76,-0.07128712871287128,-0.0608
41.0,177.0,-0.594059405940594,-0.77,-0.4752475247524752,-0.0616
42.0,177.0,-0.5841584158415841,-0.77,-0.4673267326732673,-0.0616
90.0,177.0,-0.10891089108910891,-0.77,-0.08712871287128714,-0.0616
42.0,178.0,-0.5841584158415841,-0.78,-0.4673267326732673,-0.062400000000000004
41.0,179.0,-0.594059405940594,-0.79,-0.4752475247524752,-0.0632
86.0,179.0,-0.1485148514851485,-0.79,-0.1188118811881188,-0.0632
87.0,179.0,-0.13861386138613863,-0.79,-0.1108910891089109,-0.0632
89.0,179.0,-0.1188118811881188,-0.79,-0.09504950495049505,-0.0632
39.0,180.0,-0.6138613861386139,-0.8,-0.4910891089108911,-0.064
40.0,180.0,-0.6039603960396039,-0.8,-0.48316831683168315,-0.064
83.0,180.0,-0.1782178217821782,-0.8,-0.14257425742574256,-0.064
85.0,180.0,-0.15841584158415842,-0.8,-0.12673267326732673,-0.064
87.0,180.0,-0.13861386138613863,-0.8,-0.1108910891089109,-0.064
88.0,180.0,-0.12871287128712872,-0.8,-0.10297029702970298,-0.064
90.0,180.0,-0.10891089108910891,-0.8,-0.08712871287128714,-0.064
39.0,181.0,-0.6138613861386139,-0.81,-0.4910891089108911,-0.06480000000000001
82.0,181.0,-0.18811881188118812,-0.81,-0.15049504950495052,-0.06480000000000001
84.0,181.0,-0.16831683168316833,-0.81,-0.13465346534653466,-0.06480000000000001
40.0,182.0,-0.6039603960396039,-0.82,-0.48316831683168315,-0.06559999999999999
81.0,182.0,-0.19801980198019803,-0.82,-0.15841584158415845,-0.06559999999999999
40.0,183.0,-0.6039603960396039,-0.83,-0.48316831683168315,-0.0664
77.0,183.0,-0.2376237623762376,-0.83,-0.1900990099009901,-0.0664
78.0,183.0,-0.22772277227722773,-0.83,-0.1821782178217822,-0.0664
80.0,183.0,-0.2079207920792079,-0.83,-0.16633663366336635,-0.0664
39.0,184.0,-0.6138613861386139,-0.84,-0.4910891089108911,-0.0672
74.0,184.0,-0.26732673267326734,-0.84,-0.21386138613861388,-0.0672
76.0,184.0,-0.24752475247524752,-0.84,-0.19801980198019803,-0.0672
78.0,184.0,-0.22772277227722773,-0.84,-0.1821782178217822,-0.0672
79.0,184.0,-0.21782178217821782,-0.84,-0.17425742574257427,-0.0672
38.0,185.0,-0.6237623762376238,-0.85,-0.499009900990099,-0.068
73.0,185.0,-0.27722772277227725,-0.85,-0.2217821782178218,-0.068
75.0,185.0,-0.25742574257425743,-0.85,-0.20594059405940596,-0.068
39.0,186.0,-0.6138613861386139,-0.86,-0.4910891089108911,-0.0688
38.0,187.0,-0.6237623762376238,-0.87,-0.499009900990099,-0.0696
70.0,187.0,-0.3069306930693069,-0.87,-0.24554455445544554,-0.0696
72.0,187.0,-0.2871287128712871,-0.87,-0.22970297029702968,-0.0696
36.0,188.0,-0.6435643564356436,-0.88,-0.5148514851485149,-0.0704
63.0,188.0,-0.37623762376237624,-0.88,-0.30099009900990104,-0.0704
64.0,188.0,-0.36633663366336633,-0.88,-0.29306930693069305,-0.0704
65.0,188.0,-0.3564356435643564,-0.88,-0.2851485148514851,-0.0704
66.0,188.0,-0.3465346534653465,-0.88,-0.2772277227722772,-0.0704
67.0,188.0,-0.33663366336633666,-0.88,-0.2693069306930693,-0.0704
69.0,188.0,-0.31683168316831684,-0.88,-0.25346534653465347,-0.0704
71.0,188.0,-0.297029702970297,-0.88,-0.2376237623762376,-0.0704
58.0,189.0,-0.42574257425742573,-0.89,-0.3405940594059406,-0.0712
59.0,189.0,-0.4158415841584158,-0.89,-0.3326732673267327,-0.0712
62.0,189.0,-0.38613861386138615,-0.89,-0.30891089108910896,-0.0712
64.0,189.0,-0.36633663366336633,-0.89,-0.29306930693069305,-0.0712
65.0,189.0,-0.3564356435643564,-0.89,-0.2851485148514851,-0.0712
66.0,189.0,-0.3465346534653465,-0.89,-0.2772277227722772,-0.0712
67.0,189.0,-0.33663366336633666,-0.89,-0.2693069306930693,-0.0712
68.0,189.0,-0.32673267326732675,-0.89,-0.2613861386138614,-0.0712
35.0,190.0,-0.6534653465346535,-0.9,-0.5227722772277228,-0.07200000000000001
53.0,190.0,-0.4752475247524752,-0.9,-0.3801980198019802,-0.07200000000000001
58.0,190.0,-0.42574257425742573,-0.9,-0.3405940594059406,-0.07200000000000001
61.0,190.0,-0.39603960396039606,-0.9,-0.3168316831683169,-0.07200000000000001
35.0,191.0,-0.6534653465346535,-0.91,-0.5227722772277228,-0.0728
52.0,191.0,-0.48514851485148514,-0.91,-0.38811881188118813,-0.0728
54.0,191.0,-0.46534653465346537,-0.91,-0.37227722772277233,-0.0728
57.0,191.0,-0.43564356435643564,-0.91,-0.34851485148514855,-0.0728
62.0,191.0,-0.38613861386138615,-0.91,-0.30891089108910896,-0.0728
35.0,192.0,-0.6534653465346535,-0.92,-0.5227722772277228,-0.0736
51.0,192.0,-0.49504950495049505,-0.92,-0.39603960396039606,-0.0736
55.0,192.0,-0.45544554455445546,-0.92,-0.3643564356435644,-0.0736
56.0,192.0,-0.44554455445544555,-0.92,-0.3564356435643565,-0.0736
46.0,193.0,-0.5445544554455446,-0.93,-0.4356435643564357,-0.07440000000000001
50.0,193.0,-0.504950495049505,-0.93,-0.403960396039604,-0.07440000000000001
34.0,194.0,-0.6633663366336634,-0.94,-0.5306930693069307,-0.0752
42.0,194.0,-0.5841584158415841,-0.94,-0.4673267326732673,-0.0752
43.0,194.0,-0.5742574257425742,-0.94,-0.45940594059405937,-0.0752
45.0,194.0,-0.5544554455445545,-0.94,-0.4435643564356436,-0.0752
47.0,194.0,-0.5346534653465347,-0.94,-0.42772277227722777,-0.0752
48.0,194.0,-0.5247524752475248,-0.94,-0.41980198019801984,-0.0752
34.0,195.0,-0.6633663366336634,-0.95,-0.5306930693069307,-0.076
38.0,195.0,-0.6237623762376238,-0.95,-0.499009900990099,-0.076
39.0,195.0,-0.6138613861386139,-0.95,-0.4910891089108911,-0.076
41.0,195.0,-0.594059405940594,-0.95,-0.4752475247524752,-0.076
43.0,195.0,-0.5742574257425742,-0.95,-0.45940594059405937,-0.076
44.0,195.0,-0.5643564356435643,-0.95,-0.45148514851485144,-0.076
34.0,196.0,-0.6633663366336634,-0.96,-0.5306930693069307,-0.0768
35.0,196.0,-0.6534653465346535,-0.96,-0.5227722772277228,-0.0768
37.0,196.0,-0.6336633663366337,-0.96,-0.5069306930693069,-0.0768
39.0,196.0,-0.6138613861386139,-0.96,-0.4910891089108911,-0.0768
40.0,196.0,-0.6039603960396039,-0.96,-0.48316831683168315,-0.0768
35.0,197.0,-0.6534653465346535,-0.97,-0.5227722772277228,-0.0776
34.0,198.0,-0.6633663366336634,-0.98,-0.5306930693069307,-0.0784
