x_px,y_px,H_star,B_star,U_H_V,U_B_V
115.0,24.0,0.13861386138613863,0.76,0.1108910891089109,0.0608
116.0,24.0,0.1485148514851485,0.76,0.1188118811881188,0.0608
117.0,24.0,0.15841584158415842,0.76,0.12673267326732673,0.0608
165.0,24.0,0.6336633663366337,0.76,0.5069306930693069,0.0608
112.0,25.0,0.10891089108910891,0.75,0.08712871287128714,0.06
113.0,25.0,0.1188118811881188,0.75,0.09504950495049505,0.06
160.0,25.0,0.5841584158415841,0.75,0.4673267326732673,0.06
164.0,25.0,0.6237623762376238,0.75,0.499009900990099,0.06
109.0,26.0,0.07920792079207921,0.74,0.06336633663366337,0.0592
110.0,26.0,0.0891089108910891,0.74,0.07128712871287128,0.0592
111.0,26.0,0.09900990099009901,0.74,0.07920792079207922,0.0592
161.0,26.0,0.594059405940594,0.74,0.4752475247524752,0.0592
162.0,26.0,0.6039603960396039,0.74,0.48316831683168315,0.0592
163.0,26.0,0.6138613861386139,0.74,0.4910891089108911,0.0592
109.0,27.0,0.07920792079207921,0.73,0.06336633663366337,0.0584
110.0,27.0,0.0891089108910891,0.73,0.07128712871287128,0.0584
162.0,27.0,0.6039603960396039,0.73,0.48316831683168315,0.0584
108.0,28.0,0.06930693069306931,0.72,0.05544554455445545,0.0576
163.0,28.0,0.6138613861386139,0.72,0.4910891089108911,0.0576
105.0,29.0,0.039603960396039604,0.71,0.031683168316831684,0.056799999999999996
106.0,29.0,0.04950495049504951,0.71,0.03960396039603961,0.056799999999999996
162.0,29.0,0.6039603960396039,0.71,0.48316831683168315,0.056799999999999996
163.0,29.0,0.6138613861386139,0.71,0.4910891089108911,0.056799999999999996
104.0,30.0,0.0297029702970297,0.7,0.023762376237623763,0.055999999999999994
105.0,30.0,0.039603960396039604,0.7,0.031683168316831684,0.055999999999999994
162.0,30.0,0.6039603960396039,0.7,0.48316831683168315,0.055999999999999994
103.0,31.0,0.019801980198019802,0.69,0.015841584158415842,0.0552
104.0,31.0,0.0297029702970297,0.69,0.023762376237623763,0.0552
161.0,31.0,0.594059405940594,0.69,0.4752475247524752,0.0552
102.0,32.0,0.009900990099009901,0.68,0.007920792079207921,0.054400000000000004
